"pot","plot","ID","Date","diameter","volume","predmass"
3,7,"7-3",2013-04-29,4.5,"25",9.06373036568407
3,7,"7-3",2013-02-11,3,"25",3.10562836559433
3,7,"7-3",2013-03-25,3.8,"25",5.79881573496304
3,7,"7-3",2013-04-02,4,"25",6.64024308125453
3,7,"7-3",2013-04-22,4.4,"25",8.54133347451163
3,7,"7-3",2013-05-13,4.8,"25",10.7484744768634
3,7,"7-3",2013-04-08,4.2,"25",7.55365260198905
3,7,"7-3",2013-02-18,3,"25",3.10562836559433
3,7,"7-3",2013-05-06,4.8,"25",10.7484744768634
3,7,"7-3",2013-02-03,2.9,"25",2.83959865898107
3,7,"7-3",2013-05-21,5,"25",11.9723283472414
3,7,"7-3",2013-01-29,2.6,"25",2.12804791117228
3,7,"7-3",2013-04-15,4.3,"25",8.03806758957743
4,1,"1-4",2013-03-04,4.5,"20",9.06373036568407
4,1,"1-4",2013-03-11,5.2,"20",13.2792451139603
4,1,"1-4",2013-03-18,4.9,"20",11.3501520261852
4,1,"1-4",2013-03-25,5.5,"20",15.3999857578734
4,1,"1-4",2013-04-02,5.9,"20",18.5378778491817
4,1,"1-4",2013-02-25,4.2,"20",7.55365260198905
4,1,"1-4",2013-04-15,6.4,"20",22.9816561665048
4,1,"1-4",2013-01-21,2.8,"20",2.58821002370055
4,1,"1-4",2013-02-03,3.3,"20",3.99476452802269
4,1,"1-4",2013-04-08,6.1,"20",20.2443673208353
4,1,"1-4",2013-04-29,6.6,"20",24.9277551796026
4,1,"1-4",2013-05-21,6.7,"20",25.937906320899
4,1,"1-4",2013-01-29,3.1,"20",3.38662110108745
4,1,"1-4",2013-04-22,6.4,"20",22.9816561665048
4,1,"1-4",2013-05-13,6.7,"20",25.937906320899
4,1,"1-4",2013-02-11,3.6,"20",5.02703994624052
4,1,"1-4",2013-02-18,4,"20",6.64024308125453
4,1,"1-4",2013-05-06,6.7,"20",25.937906320899
4,2,"2-4",2013-02-18,4.5,"25",9.06373036568407
4,2,"2-4",2013-04-29,8.5,"25",48.6324013261021
4,2,"2-4",2013-05-13,9.3,"25",61.6759841974335
4,2,"2-4",2013-03-11,6.2,"25",21.132875567955
4,2,"2-4",2013-03-18,6.2,"25",21.132875567955
4,2,"2-4",2013-02-25,4.7,"25",10.1670263055452
4,2,"2-4",2013-04-22,8.7,"25",51.7137987364851
4,2,"2-4",2013-03-04,5.2,"25",13.2792451139603
4,2,"2-4",2013-02-03,4.1,"25",7.08780605769028
4,2,"2-4",2013-04-08,7.8,"25",38.7552800928035
4,2,"2-4",2013-03-25,6.9,"25",28.0336147696652
4,2,"2-4",2013-01-21,3.5,"25",4.66653100740254
4,2,"2-4",2013-05-21,9.3,"25",61.6759841974335
4,2,"2-4",2013-04-02,7.5,"25",34.9410628750699
4,2,"2-4",2013-02-11,4.3,"25",8.03806758957743
4,2,"2-4",2013-05-06,8.9,"25",54.9137035047772
4,2,"2-4",2013-01-29,3.9,"25",6.21067629527255
4,2,"2-4",2013-04-15,8.2,"25",44.2286630231148
4,3,"3-4",2013-04-08,5,"20",11.9723283472414
4,3,"3-4",2013-04-22,5.3,"20",13.9645147386438
4,3,"3-4",2013-04-02,4.8,"20",10.7484744768634
4,3,"3-4",2013-03-25,4.5,"20",9.06373036568407
4,3,"3-4",2013-03-18,4.9,"20",11.3501520261852
4,3,"3-4",2013-04-15,5.1,"20",12.6152708700234
4,3,"3-4",2013-05-13,5.6,"20",16.1507055976928
4,3,"3-4",2013-03-04,4.2,"20",7.55365260198905
4,3,"3-4",2013-01-21,2.6,"20",2.12804791117228
4,3,"3-4",2013-02-11,3.5,"20",4.66653100740254
4,3,"3-4",2013-02-18,3.6,"20",5.02703994624052
4,3,"3-4",2013-02-03,3.3,"20",3.99476452802269
4,3,"3-4",2013-05-06,5.5,"20",15.3999857578734
4,3,"3-4",2013-02-25,3.9,"20",6.21067629527255
4,3,"3-4",2013-05-21,5.6,"20",16.1507055976928
4,3,"3-4",2013-01-29,2.9,"20",2.83959865898107
4,3,"3-4",2013-04-29,5.5,"20",15.3999857578734
4,3,"3-4",2013-03-11,4.6,"20",9.60553609895979
4,4,"4-4",2013-02-18,3.8,"35",5.79881573496304
4,4,"4-4",2013-02-11,3.7,"35",5.40436875759211
4,4,"4-4",2013-03-18,7,"35",29.1196493997441
4,4,"4-4",2013-03-11,6.2,"35",21.132875567955
4,4,"4-4",2013-01-21,2.7,"35",2.35113649620652
4,4,"4-4",2013-04-15,7.6,"35",36.1852264279355
4,4,"4-4",2013-04-08,7.6,"35",36.1852264279355
4,4,"4-4",2013-02-25,4.4,"35",8.54133347451163
4,4,"4-4",2013-02-03,3.3,"35",3.99476452802269
4,4,"4-4",2013-04-22,7.6,"35",36.1852264279355
4,4,"4-4",2013-01-29,2.8,"35",2.58821002370055
4,4,"4-4",2013-03-04,5.8,"35",17.7193973969837
4,4,"4-4",2013-05-21,7.7,"35",37.4565559032345
4,4,"4-4",2013-05-13,7.7,"35",37.4565559032345
4,4,"4-4",2013-04-02,7.5,"35",34.9410628750699
4,4,"4-4",2013-03-25,7.4,"35",33.7238353711506
4,4,"4-4",2013-04-29,7.7,"35",37.4565559032345
4,4,"4-4",2013-05-06,7.7,"35",37.4565559032345
4,5,"5-4",2013-05-13,5.9,"15",18.5378778491817
4,5,"5-4",2013-05-06,5.8,"15",17.7193973969837
4,5,"5-4",2013-02-11,3.6,"15",5.02703994624052
4,5,"5-4",2013-02-03,3.6,"15",5.02703994624052
4,5,"5-4",2013-01-21,2.7,"15",2.35113649620652
4,5,"5-4",2013-03-18,5.3,"15",13.9645147386438
4,5,"5-4",2013-01-29,3.2,"15",3.68289499747209
4,5,"5-4",2013-04-02,5.4,"15",14.6713415922602
4,5,"5-4",2013-04-29,5.8,"15",17.7193973969837
4,5,"5-4",2013-02-25,4.3,"15",8.03806758957743
4,5,"5-4",2013-02-18,3.9,"15",6.21067629527255
4,5,"5-4",2013-04-15,5.6,"15",16.1507055976928
4,5,"5-4",2013-03-04,4.5,"15",9.06373036568407
4,5,"5-4",2013-03-25,5.3,"15",13.9645147386438
4,5,"5-4",2013-04-08,5.6,"15",16.1507055976928
4,5,"5-4",2013-05-21,5.9,"15",18.5378778491817
4,5,"5-4",2013-04-22,5.7,"15",16.9237577954479
4,5,"5-4",2013-03-11,4.8,"15",10.7484744768634
4,6,"6-4",2013-04-02,5.1,"20",12.6152708700234
4,6,"6-4",2013-02-25,4.2,"20",7.55365260198905
4,6,"6-4",2013-03-11,4.3,"20",8.03806758957743
4,6,"6-4",2013-03-25,4.8,"20",10.7484744768634
4,6,"6-4",2013-02-11,3.5,"20",4.66653100740254
4,6,"6-4",2013-03-18,4.7,"20",10.1670263055452
4,6,"6-4",2013-02-03,3,"20",3.10562836559433
4,6,"6-4",2013-04-22,5.4,"20",14.6713415922602
4,6,"6-4",2013-05-13,5.5,"20",15.3999857578734
4,6,"6-4",2013-05-06,5.4,"20",14.6713415922602
4,6,"6-4",2013-03-04,4.1,"20",7.08780605769028
4,6,"6-4",2013-05-21,5.7,"20",16.9237577954479
4,6,"6-4",2013-04-29,5.4,"20",14.6713415922602
4,6,"6-4",2013-04-08,5,"20",11.9723283472414
4,6,"6-4",2013-01-21,2.7,"20",2.35113649620652
4,6,"6-4",2013-02-18,4.1,"20",7.08780605769028
4,6,"6-4",2013-01-29,3,"20",3.10562836559433
4,6,"6-4",2013-04-15,5,"20",11.9723283472414
4,7,"7-4",2013-02-25,4.7,"10",10.1670263055452
4,7,"7-4",2013-03-04,5.1,"10",12.6152708700234
4,7,"7-4",2013-04-22,5.9,"10",18.5378778491817
4,7,"7-4",2013-03-18,5.1,"10",12.6152708700234
4,7,"7-4",2013-02-18,4.5,"10",9.06373036568407
4,7,"7-4",2013-05-13,5.9,"10",18.5378778491817
4,7,"7-4",2013-03-25,5.4,"10",14.6713415922602
4,7,"7-4",2013-03-11,4.7,"10",10.1670263055452
4,7,"7-4",2013-02-03,4.1,"10",7.08780605769028
4,7,"7-4",2013-05-06,5.9,"10",18.5378778491817
4,7,"7-4",2013-01-21,3.2,"10",3.68289499747209
4,7,"7-4",2013-01-29,3.6,"10",5.02703994624052
4,7,"7-4",2013-04-15,5.5,"10",15.3999857578734
4,7,"7-4",2013-05-21,5.4,"10",14.6713415922602
4,7,"7-4",2013-04-29,5.9,"10",18.5378778491817
4,7,"7-4",2013-04-08,5.2,"10",13.2792451139603
4,7,"7-4",2013-04-02,5.5,"10",15.3999857578734
4,7,"7-4",2013-02-11,4.4,"10",8.54133347451163
5,1,"1-5",2013-05-13,13.8,"1000",174.932735302774
5,1,"1-5",2013-05-06,13.3,"1000",158.68411655086
5,1,"1-5",2013-01-21,2.8,"1000",2.58821002370055
5,1,"1-5",2013-02-11,4.1,"1000",7.08780605769028
5,1,"1-5",2013-02-03,3.4,"1000",4.3225406618375
5,1,"1-5",2013-02-25,4.4,"1000",8.54133347451163
5,1,"1-5",2013-03-11,6.7,"1000",25.937906320899
5,1,"1-5",2013-04-22,12.3,"1000",129.080697651181
5,1,"1-5",2013-01-29,3.4,"1000",4.3225406618375
5,1,"1-5",2013-04-02,9.8,"1000",70.8261548272185
5,1,"1-5",2013-03-04,5.3,"1000",13.9645147386438
5,1,"1-5",2013-02-18,4.1,"1000",7.08780605769028
5,1,"1-5",2013-04-29,13,"1000",149.403239486305
5,1,"1-5",2013-05-21,13.8,"1000",174.932735302774
5,1,"1-5",2013-03-18,7.1,"1000",30.2314537765663
5,1,"1-5",2013-03-25,9,"1000",56.5586406870235
5,1,"1-5",2013-04-15,10.9,"1000",93.8070203719145
5,1,"1-5",2013-04-08,10.2,"1000",78.7206308573015
5,3,"3-5",2013-03-18,5.9,"35",18.5378778491817
5,3,"3-5",2013-04-02,6.8,"35",26.9731130874682
5,3,"3-5",2013-04-15,7.4,"35",33.7238353711506
5,3,"3-5",2013-04-08,7.1,"35",30.2314537765663
5,3,"3-5",2013-02-11,3.3,"35",3.99476452802269
5,3,"3-5",2013-02-18,3.4,"35",4.3225406618375
5,3,"3-5",2013-04-29,7.7,"35",37.4565559032345
5,3,"3-5",2013-01-29,2.7,"35",2.35113649620652
5,3,"3-5",2013-03-25,6.3,"35",22.045223188633
5,3,"3-5",2013-05-21,8.1,"35",42.8180930365904
5,3,"3-5",2013-05-13,8.1,"35",42.8180930365904
5,3,"3-5",2013-01-21,2.6,"35",2.12804791117228
5,3,"3-5",2013-04-22,7.6,"35",36.1852264279355
5,3,"3-5",2013-05-06,8,"35",41.4358224875133
5,3,"3-5",2013-03-11,5.2,"35",13.2792451139603
5,3,"3-5",2013-03-04,4.37,"35",8.38835765375025
5,3,"3-5",2013-02-25,4,"35",6.64024308125453
5,3,"3-5",2013-02-03,2.9,"35",2.83959865898107
5,4,"4-5",2013-02-03,3.5,"5",4.66653100740254
5,4,"4-5",2013-05-21,6,"5",19.3794510373016
5,4,"4-5",2013-03-18,5.6,"5",16.1507055976928
5,4,"4-5",2013-03-11,5,"5",11.9723283472414
5,4,"4-5",2013-03-04,4.8,"5",10.7484744768634
5,4,"4-5",2013-04-15,5.7,"5",16.9237577954479
5,4,"4-5",2013-04-29,5.8,"5",17.7193973969837
5,4,"4-5",2013-04-02,5.3,"5",13.9645147386438
5,4,"4-5",2013-04-22,5.9,"5",18.5378778491817
5,4,"4-5",2013-04-08,5.3,"5",13.9645147386438
5,4,"4-5",2013-05-06,5.8,"5",17.7193973969837
5,4,"4-5",2013-02-11,3.5,"5",4.66653100740254
5,4,"4-5",2013-01-29,3.2,"5",3.68289499747209
5,4,"4-5",2013-01-21,3,"5",3.10562836559433
5,4,"4-5",2013-03-25,5.6,"5",16.1507055976928
5,4,"4-5",2013-05-13,6,"5",19.3794510373016
5,4,"4-5",2013-02-18,3.7,"5",5.40436875759211
5,4,"4-5",2013-02-25,4.5,"5",9.06373036568407
5,5,"5-5",2013-04-02,5.4,"20",14.6713415922602
5,5,"5-5",2013-04-15,5.4,"20",14.6713415922602
5,5,"5-5",2013-04-29,6,"20",19.3794510373016
5,5,"5-5",2013-04-22,5.5,"20",15.3999857578734
5,5,"5-5",2013-02-18,3.9,"20",6.21067629527255
5,5,"5-5",2013-05-13,6,"20",19.3794510373016
5,5,"5-5",2013-03-11,4.7,"20",10.1670263055452
5,5,"5-5",2013-04-08,5.3,"20",13.9645147386438
5,5,"5-5",2013-03-25,5,"20",11.9723283472414
5,5,"5-5",2013-05-21,6.1,"20",20.2443673208353
5,5,"5-5",2013-02-11,3.8,"20",5.79881573496304
5,5,"5-5",2013-02-25,4.4,"20",8.54133347451163
5,5,"5-5",2013-03-18,4.8,"20",10.7484744768634
5,5,"5-5",2013-02-03,3.6,"20",5.02703994624052
5,5,"5-5",2013-05-06,6,"20",19.3794510373016
5,5,"5-5",2013-03-04,4.9,"20",11.3501520261852
5,5,"5-5",2013-01-29,3.1,"20",3.38662110108745
5,5,"5-5",2013-01-21,2.9,"20",2.83959865898107
5,6,"6-5",2013-05-13,5.9,"10",18.5378778491817
5,6,"6-5",2013-02-03,3.3,"10",3.99476452802269
5,6,"6-5",2013-02-25,4.1,"10",7.08780605769028
5,6,"6-5",2013-03-11,5,"10",11.9723283472414
5,6,"6-5",2013-03-18,5.5,"10",15.3999857578734
5,6,"6-5",2013-03-04,4.8,"10",10.7484744768634
5,6,"6-5",2013-05-21,5.9,"10",18.5378778491817
5,6,"6-5",2013-03-25,5.5,"10",15.3999857578734
5,6,"6-5",2013-04-02,5.7,"10",16.9237577954479
5,6,"6-5",2013-01-21,2.6,"10",2.12804791117228
5,6,"6-5",2013-04-29,5.9,"10",18.5378778491817
5,6,"6-5",2013-01-29,3.2,"10",3.68289499747209
5,6,"6-5",2013-02-11,3.5,"10",4.66653100740254
5,6,"6-5",2013-05-06,5.9,"10",18.5378778491817
5,6,"6-5",2013-04-15,5.3,"10",13.9645147386438
5,6,"6-5",2013-02-18,3.6,"10",5.02703994624052
5,6,"6-5",2013-04-08,5.5,"10",15.3999857578734
5,6,"6-5",2013-04-22,5.9,"10",18.5378778491817
5,7,"7-5",2013-03-11,4.9,"20",11.3501520261852
5,7,"7-5",2013-04-29,6.3,"20",22.045223188633
5,7,"7-5",2013-03-18,5.3,"20",13.9645147386438
5,7,"7-5",2013-03-04,4.9,"20",11.3501520261852
5,7,"7-5",2013-02-03,3.5,"20",4.66653100740254
5,7,"7-5",2013-04-02,5.8,"20",17.7193973969837
5,7,"7-5",2013-01-21,2.6,"20",2.12804791117228
5,7,"7-5",2013-01-29,3.2,"20",3.68289499747209
5,7,"7-5",2013-04-22,5.9,"20",18.5378778491817
5,7,"7-5",2013-02-25,4.5,"20",9.06373036568407
5,7,"7-5",2013-02-11,3.8,"20",5.79881573496304
5,7,"7-5",2013-05-21,6.3,"20",22.045223188633
5,7,"7-5",2013-05-06,6.3,"20",22.045223188633
5,7,"7-5",2013-04-08,5.7,"20",16.9237577954479
5,7,"7-5",2013-03-25,5.4,"20",14.6713415922602
5,7,"7-5",2013-02-18,4,"20",6.64024308125453
5,7,"7-5",2013-05-13,6.3,"20",22.045223188633
5,7,"7-5",2013-04-15,5.9,"20",18.5378778491817
6,1,"1-6",2013-01-29,2.7,"25",2.35113649620652
6,1,"1-6",2013-02-25,4.3,"25",8.03806758957743
6,1,"1-6",2013-01-21,2.8,"25",2.58821002370055
6,1,"1-6",2013-02-11,3.9,"25",6.21067629527255
6,1,"1-6",2013-02-03,3.3,"25",3.99476452802269
6,1,"1-6",2013-03-04,5.4,"25",14.6713415922602
6,1,"1-6",2013-03-11,5.5,"25",15.3999857578734
6,1,"1-6",2013-04-22,6.7,"25",25.937906320899
6,1,"1-6",2013-04-29,6.7,"25",25.937906320899
6,1,"1-6",2013-03-18,6,"25",19.3794510373016
6,1,"1-6",2013-03-25,6.3,"25",22.045223188633
6,1,"1-6",2013-02-18,3.9,"25",6.21067629527255
6,1,"1-6",2013-05-13,7,"25",29.1196493997441
6,1,"1-6",2013-04-02,6,"25",19.3794510373016
6,1,"1-6",2013-04-08,6.4,"25",22.9816561665048
6,1,"1-6",2013-04-15,6.5,"25",23.9424190895429
6,1,"1-6",2013-05-06,7,"25",29.1196493997441
6,1,"1-6",2013-05-21,7,"25",29.1196493997441
6,2,"2-6",2013-02-25,5,"5",11.9723283472414
6,2,"2-6",2013-04-22,6.4,"5",22.9816561665048
6,2,"2-6",2013-03-18,5.7,"5",16.9237577954479
6,2,"2-6",2013-03-04,5.1,"5",12.6152708700234
6,2,"2-6",2013-02-03,3.8,"5",5.79881573496304
6,2,"2-6",2013-04-02,6.4,"5",22.9816561665048
6,2,"2-6",2013-05-13,6.4,"5",22.9816561665048
6,2,"2-6",2013-05-21,6.5,"5",23.9424190895429
6,2,"2-6",2013-01-29,3.7,"5",5.40436875759211
6,2,"2-6",2013-02-18,4,"5",6.64024308125453
6,2,"2-6",2013-04-08,6.3,"5",22.045223188633
6,2,"2-6",2013-01-21,2.8,"5",2.58821002370055
6,2,"2-6",2013-03-25,6.2,"5",21.132875567955
6,2,"2-6",2013-04-29,6.4,"5",22.9816561665048
6,2,"2-6",2013-02-11,4.3,"5",8.03806758957743
6,2,"2-6",2013-05-06,6.4,"5",22.9816561665048
6,2,"2-6",2013-04-15,6.3,"5",22.045223188633
6,2,"2-6",2013-03-11,6.2,"5",21.132875567955
6,3,"3-6",2013-04-08,6.6,"10",24.9277551796026
6,3,"3-6",2013-04-22,6.9,"10",28.0336147696652
6,3,"3-6",2013-03-18,7,"10",29.1196493997441
6,3,"3-6",2013-02-18,4.6,"10",9.60553609895979
6,3,"3-6",2013-05-13,7.2,"10",31.3692634894786
6,3,"3-6",2013-04-29,7.1,"10",30.2314537765663
6,3,"3-6",2013-05-21,7.3,"10",32.5333129413994
6,3,"3-6",2013-05-06,7.2,"10",31.3692634894786
6,3,"3-6",2013-04-15,6.9,"10",28.0336147696652
6,3,"3-6",2013-02-25,4.6,"10",9.60553609895979
6,3,"3-6",2013-03-04,5.6,"10",16.1507055976928
6,3,"3-6",2013-02-11,4.3,"10",8.03806758957743
