"pfile","lfile","crownvol","crownsurf","crownproj","nleavesp","leaflen","meanleafang","wmeanleafang","Xellipsoid","Ek","Ek2","Ok","disp","disp2","stemsurf","stemvol","stemdiam","meanpath","sdpath","totlen","cw","cl","htot","cshape","LA","meanleafsize","STARbar","ALAC"
"yplant/euc_plfiles/34nd.p","yplant/euc_plfiles/34nd_leaf.l",1.24264976172535,6.09187759020322,1.04347744948028,566,13.8298409893993,66.8674911660777,67.4879269168343,0.661411123239053,0.115686109983607,0.115209170515771,0.0860596615289251,0.743906606775175,0.746986209028771,6814.42579746823,1788.90147923717,23.8,1066.52544169611,557.846193687607,25015.8,1.26943461682499,1.55476465767494,1.42135011869023,3.08657028680087,2.11877837544804,37.4342469160431,NA,0.347803832902913
"yplant/euc_plfiles/esalroom2pot50.p","yplant/euc_plfiles/leafpot50_true.lf",0.136442227367127,1.40135516172144,0.29861589634996,217,7.18645161290323,48.1290322580645,47.3818503572692,1.37129458291717,0.0762547327860378,0.0779843320546412,0.0637610340433614,0.836158382749405,0.817613389298327,494.054086366634,25.6786063040483,5,293.807373271889,199.975679171738,6612.4,0.724722489886427,0.853713106934143,0.654639621930288,2.2649808248795,0.333336630183673,15.3611350315057,NA,0.237867343903168
"yplant/euc_plfiles/Esal-ch7-tree37.p","yplant/euc_plfiles/ch7tree37.lf",0.248762836411714,2.27252434765502,0.728946996911788,912,5.75600877192982,50.2719298245614,51.3407729166032,1.28250916738239,0.0577254510740562,0.0567230708976941,0.0449488455163634,0.778665990131429,0.792426164610045,1707.49519129349,69.7355139236337,5,554.061293859649,222.442304273953,25854.6,1.13567821384998,0.793014117677388,0.817493216836599,2.52332000811905,0.857875536242911,9.4065300026635,NA,0.37749894170689
"yplant/euc_plfiles/esalroom2pot41.p","yplant/euc_plfiles/leafpot41_true.lf",0.160313636701922,1.52978753010764,0.319546405588729,353,5.99637393767705,49.4674220963173,50.9689015033396,1.27438489881379,0.0684177889338491,0.068558334667431,0.0518421885473018,0.757729668777023,0.756176310273325,620.764885341667,30.3686310717303,5,383.919263456091,211.074745950019,8893.6,0.71460477501747,0.767029934296093,0.67173559771747,2.7909553553482,0.273482406567519,7.74737695658695,NA,0.17877149681582
"yplant/euc_plfiles/esal-ch2-tree48.p","yplant/euc_plfiles/ch2tree48.lf",0.262986716196786,2.26365811313924,0.6546812295171,1244,4.41302250803859,56.733922829582,56.8503040640132,1.02183172097372,0.0530242977308056,0.0517358112666682,0.0344622253185389,0.649932706200036,0.66611935668518,2016.37281108325,78.278482954856,5,481.253135048231,218.217272430359,34477.8,1.06629844487525,0.748615815025944,0.727579775980837,2.83578343474264,0.632905680045352,5.08766623830668,NA,0.279594200366079
"yplant/euc_plfiles/esalroom5pot392.p","yplant/euc_plfiles/leafpot392_true.lf",0.150209485109756,1.46328840281462,0.292640718014982,544,5.05145220588235,47.2408088235294,46.4618523499661,1.39105001424338,0.0579610975387636,0.0576778702965737,0.0455500503230904,0.785872805335114,0.789731834564568,792.93076010296,36.7464466474231,5,490.345772058824,216.119966388102,11595.7,0.669287160632852,0.837697217842823,0.840396909692555,2.60993904086254,0.3237791045891,5.95182177553493,NA,0.221268140966821
"yplant/euc_plfiles/esal-ch10-tree1S.p","yplant/euc_plfiles/ch10tree1S.lf",0.123124518727853,1.44407466836503,0.443550657805519,719,3.88151599443672,56.8442280945758,55.3944692372232,1.02037491467076,0.0494282991577327,0.0485742968492934,0.0342179331220093,0.692274136579433,0.704445258943714,1249.57130539873,48.2159993018198,5,547.40264255911,210.171964691561,24255.6,0.889832708267831,0.577391441207487,0.555960604906807,2.81067701671095,0.32962338795858,4.58446992988289,NA,0.228259241145596
"yplant/euc_plfiles/esalroom7pot591.p","yplant/euc_plfiles/leafpot591_true.lf",0.457381402423371,3.20494566674781,0.614582749458135,612,6.22202614379085,57.6699346405229,58.2881350849637,0.976429842765161,0.080775466441668,0.0799613282258576,0.0584501056546498,0.723612109338416,0.730979674193912,1245.89061544578,50.9722709040579,5,730.314705882353,349.478312319586,21911.1,0.966975455580183,1.42235076835529,1.28033557447241,2.3302284965287,0.532435333109504,8.69992374361935,NA,0.166129285321017
"yplant/euc_plfiles/esalroom3pot131.p","yplant/euc_plfiles/leafpot131_true.lf",0.111652344404248,1.20848886590998,0.260208976962834,250,7.14724,56.648,58.4019717833471,1.01352104331642,0.0680371939820783,0.0690767059885276,0.0571142425429753,0.83945617389835,0.826823481601178,500.4045017566,24.3778911268862,5,351.696,175.476521799388,7054.9,0.657689005611206,0.686512504878263,0.666304696269902,2.67653926690833,0.265604568011311,10.6241827204524,NA,0.21978238732991
"yplant/euc_plfiles/esalroom3pot151.p","yplant/euc_plfiles/leafpot151_true.lf",0.134899244786626,1.36424406277215,0.294192886988124,390,6.12589743589744,54.7948717948718,54.2264059681767,1.06228610394353,0.062481591782807,0.0627836114128122,0.0531393615117563,0.850480277398736,0.846389054658812,645.91490532998,30.938763379513,5,386.004871794872,192.993111354238,8845.5,0.68545349117908,0.750816347615836,0.723896655133948,2.65082073885969,0.284768862366298,7.30176570169994,NA,0.208737476040501
"yplant/euc_plfiles/esal-ref.p","yplant/euc_plfiles/ch11tree45.lf",0.167258426171295,1.64139306808403,0.446729820923008,792,4.98330808080808,46.2790404040404,43.8463806226206,1.49524938224464,0.0530059622322409,0.0520008339375752,0.0389220584963003,0.734295857620067,0.748489121213412,1388.84282012134,66.4293583636636,5,500.324368686869,174.509126975729,19485.7,0.90010546154386,0.637656168933552,0.628996791850798,2.85978005244568,0.588330752632674,7.4284185938469,NA,0.358433798748414
"yplant/euc_plfiles/esalroom7pot588_fix.p","yplant/euc_plfiles/leafpot588_true.lf",0.251319564240548,2.1326724151325,0.370607158452905,785,4.89500636942675,48.8547770700637,48.3461149395999,1.3439165299924,0.0608914050104431,0.0600409984772128,0.0452893844431434,0.743773024047912,0.754307649635972,524.449937767911,9.71238291422389,2,541.507261146497,273.109737393128,22827.1,0.780708146622346,1.0617912329476,1.02209033374843,2.57274240806916,0.500370314499654,6.37414413375355,NA,0.234621271860249
"yplant/euc_plfiles/Esal-ch12-tree46_fix.p","yplant/euc_plfiles/ch12tree46.lf",0.0791741569213113,1.01276288866975,0.268734119570947,302,4.6823178807947,50.6192052980132,51.4707306714084,1.29036052191307,0.0569677783295554,0.0569387047484344,0.0420072976290939,0.737386973142677,0.7377634917178,625.71163713401,29.0380283528583,5,445.558940397351,179.159924947459,9024.1,0.684043842647711,0.545525895189402,0.612912822923895,2.71399141907372,0.174218538667297,5.76882578368532,NA,0.172023027913405
"yplant/euc_plfiles/esalroom5pot360.p","yplant/euc_plfiles/leafpot360_true.lf",0.282752709940284,2.28504137046235,0.408444833256949,568,6.87283450704225,65.8116197183099,67.2166765175288,0.693721235423503,0.0705434336399698,0.0699769837683262,0.0541689739409854,0.767881164070433,0.774097010530254,1103.55761868224,45.0642168924581,5,588.685387323944,285.081237126195,17931.8,0.784767299541484,1.20262557007494,1.12495670177306,2.42115579294116,0.56831898816,10.0056159887324,NA,0.248712778467117
"yplant/euc_plfiles/Esal-ch1-tree54.p","yplant/euc_plfiles/ch1tree54.lf",0.108537495638916,1.2253924827888,0.378752175006604,576,5.36935763888889,50.1927083333333,49.7326437591144,1.30501746073328,0.0510296847917517,0.0507305486376117,0.0399891443284115,0.78364474504603,0.788265559950273,1076.81512537783,51.7707098185604,5,972.030034722222,602.800562981762,17645.1,0.766470635490227,0.56990442840609,0.642409837821835,2.80528932475653,0.490492526541546,8.5154952524574,NA,0.400273817108182
"yplant/euc_plfiles/esalroom4pot251.p","yplant/euc_plfiles/leafpot251_true.lf",0.166676932968626,1.67032825805526,0.292150856435811,370,5.56513513513514,47.7621621621622,45.3930915660567,1.39827446386074,0.0682330901486169,0.0686548327943059,0.0557466430746617,0.817003054577203,0.811984252320329,720.372222016385,32.2013529736293,5,376.99945945946,217.038707723101,11572.3,0.673862736274943,0.965311321368219,0.889852405918413,2.56781060167548,0.348036039630325,9.40637944946823,NA,0.208363857793759
"yplant/euc_plfiles/esalroom6pot460.p","yplant/euc_plfiles/leafpot460_true.lf",0.196223452767495,1.85582472494312,0.356201549814633,474,6.39816455696203,59.3417721518987,60.4315659189912,0.922923864754564,0.0663378367461842,0.0665396660139233,0.0469129778930955,0.707182811411076,0.705037772255711,765.637231447103,33.9985049781061,5,490.624050632911,290.273282716899,12621.8,0.743258898095285,1.037834701208,0.996431604330574,2.40585058239301,0.414539143852728,8.74555155807444,NA,0.223371926389996
"yplant/euc_plfiles/esalroom4pot259.p","yplant/euc_plfiles/leafpot259_true.lf",0.253885689323519,2.10384347613674,0.380468275939769,393,6.64111959287532,61.4020356234097,63.1105971753843,0.839139975949423,0.0769459333220385,0.0768161849729806,0.0569088312432291,0.739595047928668,0.740844279929371,761.741028238121,34.916483063874,5,458.937404580153,270.254830613214,11706,0.77078734477246,1.14186342446702,0.975884973235207,2.39036756909945,0.416570744925029,10.5997645019091,NA,0.198004628029634
"yplant/euc_plfiles/esalroom6pot449.p","yplant/euc_plfiles/leafpot449_true.lf",0.129212704247766,1.34151130501837,0.244118452236964,885,4.85980790960452,51.8067796610169,51.3344418022012,1.19569072186308,0.0468695837289506,0.0461122353822357,0.038384067193907,0.818954727993409,0.83240525807808,1192.51024387231,46.6764767444933,5,453.225988700565,202.332633037028,19189.7,0.614637757754898,0.832811249743972,0.792130182072519,2.62076764182502,0.541814059803201,6.12219276613786,NA,0.403883334994169
"yplant/euc_plfiles/Ambtr1.p","yplant/euc_plfiles/Amblf1.l",0.61723254682312,3.99980847425427,0.999432101355118,580,8.90615517241379,69.4741379310345,71.9190923562609,0.588121843693817,0.0908749230870996,0.0899115847865804,0.0528662503294671,0.581747401082223,0.58798040825277,6902.45919264786,2380.46468987926,39.3,595.1,261.151541379267,19627.9,1.40404190282164,1.3914386026003,0.965394821981876,2.0473640781224,1.48209067739967,25.5532875413737,NA,0.370540411357071
"yplant/euc_plfiles/Eletr5.p","yplant/euc_plfiles/Elelf5.l",1.31370160852901,6.53364069194336,1.19044297770572,512,10.44029296875,70.4921875,72.1135163839579,0.558020297311268,0.121855753143304,0.121037809688387,0.0744460173875195,0.610935597763449,0.615064148791037,5306.83234583752,1269.1526167891,34.3,1189.5962890625,512.253317125392,18755.8,1.41510482355784,1.9866499683339,2.03889557148173,2.32404900526446,1.84892170284342,36.1117520086605,NA,0.282984906887109
"yplant/euc_plfiles/Eletr4.p","yplant/euc_plfiles/Elelf4.l",1.48408208823801,7.34688971637052,1.16873885039271,644,9.69237577639752,70.8664596273292,72.5957696932093,0.537859401610864,0.117569444635009,0.115748398521602,0.0759764192167824,0.646225891877341,0.656392832965226,8513.63629477494,1976.00153121487,33.6,1154.86040372671,610.055083610766,30113.9,1.40158596166906,2.34422642290375,2.13770511530901,2.23606397614305,1.98444943767705,30.814432262066,NA,0.270107421546733
"yplant/euc_plfiles/Ambtr2.p","yplant/euc_plfiles/Amblf2.l",0.96043639057897,5.38596258984907,0.829781402358953,635,11.9912283464567,78.1527559055118,80.0586781319988,0.326945588343572,0.102172826670591,0.101163435583296,0.0648319926039631,0.634532631782655,0.640863887531592,7221.49452396448,1756.47895028675,30.1,910.780157480315,469.571306454516,25238.2,1.15965160197486,1.87028093196318,1.65008361469558,2.48329865970621,1.71927644546168,27.0752196135698,NA,0.319214331102485
"yplant/euc_plfiles/Eletr8.p","yplant/euc_plfiles/Elelf8.l",0.566175173605282,3.89364772420824,0.64247953396488,613,10.3699673735726,67.2128874388254,68.7623730764798,0.655845771746459,0.0866829927734381,0.0852774020102203,0.0666186579301522,0.768532047621756,0.781199431030605,5617.69168227317,1354.2914835862,31.3,865.420228384992,431.821245298095,18792,1.0446994216153,1.66664711451803,1.5313109263042,2.23625666197717,1.6626021338867,27.1223839133229,NA,0.427003738306803
"yplant/euc_plfiles/Eletr1.p","yplant/euc_plfiles/Elelf1.l",1.37439377873476,6.88365845664988,0.935857931560406,852,10.1530164319249,72.8591549295775,74.0429250034235,0.4787173488152,0.104390499733414,0.102721968202302,0.0667295646514951,0.639230244341248,0.649613376956302,12492.6399480535,4009.28038334044,39.3,1025.72089201878,586.035615285643,32479.2,1.23395573328509,2.1918609969861,1.9635414888922,2.54511098335962,3.07198633350986,36.0561776233551,NA,0.446272335104337
"yplant/euc_plfiles/Eletr2.p","yplant/euc_plfiles/Elelf2.l",0.975248876082199,5.59106901722958,0.709723297217165,541,11.5466358595194,75.7347504621072,76.1175712998702,0.398273651022404,0.108328612125563,0.107635515234253,0.0775007901161691,0.715423087174221,0.720029907856155,9602.42025984441,3130.59078590675,37.1,1687.5022181146,1029.23219537433,26146.2,1.10345840329034,2.14410410684276,1.92216646334193,2.36315940869961,2.5383389119386,46.9193883907319,NA,0.453998851403262
"yplant/euc_plfiles/Eletr3.p","yplant/euc_plfiles/Elelf3.l",0.833652388596185,5.35845307423769,0.716814320622298,619,9.7475605815832,76.4765751211632,77.9160458042122,0.359377029197611,0.0982958610340415,0.0973703558257546,0.0651559631993272,0.662855612778677,0.669156055215867,7715.96267224285,2110.61159474038,37.6,999.644588045234,568.215579088931,23765.3,1.06506684960748,2.26035372577288,1.94909352663328,2.22580009498988,2.22179850478359,35.8933522582164,NA,0.414634312179672
"yplant/euc_plfiles/Ambtr3.p","yplant/euc_plfiles/Amblf3.l",0.376058218139142,3.11238783170388,0.459298948459704,385,11.5746493506494,75.8051948051948,76.5038151568347,0.398268002721678,0.0883151544533352,0.0882508918984802,0.0633969422478292,0.717848965336152,0.718371688761607,3938.14598418161,884.727442418786,25.8,856.465454545455,398.425616197108,14915,0.876341095781088,1.68042604476429,1.42709671214361,2.11349452151879,1.3064192329706,33.9329670901456,NA,0.419748213787162
"yplant/euc_plfiles/Eletr6.p","yplant/euc_plfiles/Elelf6.l",0.315323717721589,2.74873799882209,0.318990304525299,479,8.35640918580376,69.3162839248434,73.581643376828,0.580447961480515,0.0774302787930874,0.0769299254620868,0.0615271956174943,0.794614155812483,0.799782337600426,4228.76529578724,851.601887864342,30.4,802.537369519833,419.162078829456,18129.8,0.707410950815155,1.72327397962186,1.56013221614325,2.25479590422139,1.0524790138136,21.9724220002839,NA,0.382895355710371
"yplant/euc_plfiles/Eletr7.p","yplant/euc_plfiles/Elelf7.l",2.16427750088146,8.89764165386246,1.45572884464119,600,12.4075166666667,74.2783333333333,76.0928210384147,0.4322327918992,0.13650786661749,0.135548575680467,0.0833163761428186,0.610341207487184,0.614660653751338,10204.3732883764,3211.71559421725,37.4,1191.592,584.998720831899,26910.8,1.51798626005684,2.36297122465519,2.05797031773582,2.48055372299941,2.79081328445274,46.5135547408791,NA,0.313657640195169
"yplant/euc_plfiles/Ambtr4.p","yplant/euc_plfiles/Amblf4.l",0.529489447362137,4.09132909076908,0.410674107719738,656,8.40278963414634,73.3856707317073,74.2212971358658,0.469265090171265,0.0828746304015464,0.0819568163312114,0.0573093018199223,0.691518038056348,0.699262177148497,5590.21279965075,1025.85050346648,24.1,867.710365853659,519.675633197972,23290.8,0.846365211918795,2.0882530356896,1.8811028719557,2.31485337809054,1.36513909691113,20.8100472090111,NA,0.333666411726981
